2025-10-01 14:22:00,ONGC-EQ,2475,No,0,10,10,241.68,242.63,I,,243.03,0.0,9.5,9.499999999999886
2025-10-01 14:22:00,MRPL-EQ,2283,No,0,10,10,135.7,134.7,I,,132.92,0.0,-10.0,-10.0
2025-10-01 14:22:00,INFY-EQ,1594,No,0,10,10,1430.6,1429.2,I,,1441.7,0.0,-14.0,-13.999999999998636
2025-10-01 14:22:00,ICICIB22-EQ,522,No,0,10,10,111.04,110.68,I,,111.05,0.0,-3.6,-3.5999999999999943
2025-10-01 14:22:00,ADANIENSOL-EQ,10217,No,0,10,10,876.9,873.1,I,,891.5,0.0,-38.0,-37.999999999999545
2025-10-01 14:22:00,DBCORP-EQ,17881,No,0,10,10,271.4,270.19,I,,267.35,0.0,-12.05,-12.099999999999795
2025-10-01 14:22:00,IOC-EQ,1624,No,0,10,10,151.28,150.96,I,,149.13,0.0,-3.2,-3.199999999999932
2025-10-01 14:22:00,CIEINDIA-EQ,14937,Yes,-20,0,20,0.0,411.5,I,,410.05,29.0,0.0,0
2025-10-01 14:23:00,ONGC-EQ,2475,No,0,10,10,241.68,242.63,I,,243.12,0.0,9.5,9.499999999999886
2025-10-01 14:23:00,MRPL-EQ,2283,No,0,10,10,135.7,134.7,I,,132.92,0.0,-10.0,-10.0
2025-10-01 14:23:00,INFY-EQ,1594,No,0,10,10,1430.6,1429.2,I,,1441.7,0.0,-14.0,-13.999999999998636
2025-10-01 14:23:00,ICICIB22-EQ,522,No,0,10,10,111.04,110.68,I,,110.96,0.0,-3.6,-3.5999999999999943
2025-10-01 14:23:00,ADANIENSOL-EQ,10217,No,0,10,10,876.9,873.1,I,,889.7,0.0,-38.0,-37.999999999999545
2025-10-01 14:23:00,DBCORP-EQ,17881,No,0,10,10,271.4,270.19,I,,267.35,0.0,-12.05,-12.099999999999795
2025-10-01 14:23:00,IOC-EQ,1624,No,0,10,10,151.28,150.96,I,,149.14,0.0,-3.2,-3.199999999999932
2025-10-01 14:23:00,CIEINDIA-EQ,14937,Yes,-20,0,20,0.0,411.5,I,,410.65,17.0,0.0,0
2025-10-01 14:24:01,ONGC-EQ,2475,No,0,10,10,241.68,242.63,I,,243.09,0.0,9.5,9.499999999999886
2025-10-01 14:24:01,MRPL-EQ,2283,No,0,10,10,135.7,134.7,I,,132.91,0.0,-10.0,-10.0
2025-10-01 14:24:01,INFY-EQ,1594,No,0,10,10,1430.6,1429.2,I,,1441.3,0.0,-14.0,-13.999999999998636
2025-10-01 14:24:01,ICICIB22-EQ,522,No,0,10,10,111.04,110.68,I,,110.94,0.0,-3.6,-3.5999999999999943
2025-10-01 14:24:01,ADANIENSOL-EQ,10217,No,0,10,10,876.9,873.1,I,,890.7,0.0,-38.0,-37.999999999999545
2025-10-01 14:24:01,DBCORP-EQ,17881,No,0,10,10,271.4,270.19,I,,267.35,0.0,-12.05,-12.099999999999795
2025-10-01 14:24:01,IOC-EQ,1624,No,0,10,10,151.28,150.96,I,,149.13,0.0,-3.2,-3.199999999999932
2025-10-01 14:24:01,CIEINDIA-EQ,14937,Yes,-20,0,20,0.0,411.5,I,,410.7,16.0,0.0,0
2025-10-01 15:15:13,ONGC-EQ,2475,No,0,10,10,241.68,242.63,I,,242.94,0.0,9.5,9.499999999999886
2025-10-01 15:15:13,MRPL-EQ,2283,No,0,10,10,135.7,134.7,I,,133.29,0.0,-10.0,-10.0
2025-10-01 15:15:13,INFY-EQ,1594,No,0,10,10,1430.6,1429.2,I,,1445.2,0.0,-14.0,-13.999999999998636
2025-10-01 15:15:13,ICICIB22-EQ,522,No,0,10,10,111.04,110.68,I,,110.98,0.0,-3.6,-3.5999999999999943
2025-10-01 15:15:13,ADANIENSOL-EQ,10217,No,0,10,10,876.9,873.1,I,,896.45,0.0,-38.0,-37.999999999999545
2025-10-01 15:15:13,DBCORP-EQ,17881,No,0,10,10,271.4,270.19,I,,270.0,0.0,-12.05,-12.099999999999795
2025-10-01 15:15:13,IOC-EQ,1624,No,0,10,10,151.28,150.96,I,,149.77,0.0,-3.2,-3.199999999999932
2025-10-01 15:15:13,CIEINDIA-EQ,14937,No,0,20,20,413.99,411.5,I,,414.0,0.0,-49.8,-49.80000000000018
