Stock,Entry_Point,Entry_Price,Stop_Loss,Target_Candle_Time,Target_Candle_High,Target_Candle_Low,Target_Candle_Type,Direction
GUJTHEM,2025-09-18 09:45:00,381.2,384.45,2025-09-18 09:30:00,383.95,382.65,GREEN,SELL
