trade_id,stock,entry_price,stop_loss,target_price,quantity,remaining_qty,entry_time,status,order_id,sl_order_id,profit_booked,original_sl,direction,audit_timestamp,audit_action,audit_reason,total_active_trades
SANDHAR_052220,SANDHAR,471.85,472.5,471.2000000000001,-10,-10,2025-09-25 05:22:20,ACTIVE,25092500149788,25092500149989,False,472.5,SELL,2025-09-25 05:22:20,new_trades,,1
SANDHAR_052220,SANDHAR,471.85,472.5,471.2000000000001,-10,-10,2025-09-25 05:22:20,ACTIVE,25092500149788,25092500149989,False,472.5,,2025-09-25 05:27:20,new_trades,,2
APTUS_052720,APTUS,319.3,319.9,318.70000000000005,-10,-10,2025-09-25 05:27:20,ACTIVE,25092500163237,25092500163399,False,319.9,SELL,2025-09-25 05:27:20,new_trades,,2
APTUS_052720,APTUS,319.3,319.9,318.70000000000005,-10,-10,2025-09-25 05:27:20,ACTIVE,25092500163237,25092500163399,False,319.9,,2025-09-25 05:42:22,new_trades,,3
SANDHAR_052220,SANDHAR,471.85,472.5,471.2000000000001,-10,-10,2025-09-25 05:22:20,ACTIVE,25092500149788,25092500149989,False,472.5,,2025-09-25 05:42:22,new_trades,,3
COMSYN_054222,COMSYN,154.1,153.51,154.69,10,10,2025-09-25 05:42:22,ACTIVE,25092500201615,25092500201762,False,153.51,BUY,2025-09-25 05:42:22,new_trades,,3
