stock_name,scanned_time,source
BALAJITELE,2025-09-30 18:02:49,chartink_screener
BEL,2025-09-30 18:02:49,chartink_screener
COSMOFIRST,2025-09-30 18:02:49,chartink_screener
NITCO,2025-09-30 18:02:49,chartink_screener
SAATVIKGL,2025-09-30 18:02:49,chartink_screener
