2025-10-01 10:13:06,INFY,1470.5,SUCCESS,INFY-EQ
2025-10-01 10:30:11,ICICIB22,111.04,SUCCESS,ICICIB22-EQ
2025-10-01 10:30:12,ADANIENSOL,876.8,SUCCESS,ADANIENSOL-EQ
2025-10-01 10:30:14,DBCORP,271.5,SUCCESS,DBCORP-EQ
2025-10-01 10:30:15,IOC,151.33,SUCCESS,IOC-EQ
