stock_name,scanned_time,source
PRAKASH,2025-09-18 04:58:58,chartink_screener
SILVERIETF,2025-09-18 04:58:58,chartink_screener
INDIQUBE,2025-09-18 05:08:00,chartink_screener
SULA,2025-09-18 05:08:00,chartink_screener
PNBGILTS,2025-09-18 05:08:00,chartink_screener
CYIENTDLM,2025-09-18 05:38:52,chartink_screener
STYLEBAAZA,2025-09-18 05:38:52,chartink_screener
GUJTHEM,2025-09-18 06:08:35,chartink_screener
DIFFNKG,2025-09-18 06:32:49,chartink_screener
