Symbol,BuyPrice,EntryTime,StopLoss,Target,Status,ExitPrice,ExitTime,ExitOrderId
UNIONBANK-EQ,140.31,2025-10-03 12:06:10,138.51,140.55,SL_HIT,138.32,2025-10-03 12:43:43,25100300287571.0
MRPL-EQ,136.3,2025-10-03 13:02:10,133.7,137.66,USER_EXIT,137.11,2025-10-03 13:18:41,
MRPL-EQ,136.58,2025-10-03 13:05:09,134.0,137.03,TARGET_HIT,137.14,2025-10-03 13:18:27,25100300317648.0
MRPL-EQ,136.6,2025-10-03 13:05:11,134.0,137.05,USER_EXIT,137.14,2025-10-03 13:18:29,
MRPL-EQ,136.53,2025-10-03 13:14:09,134.73,137.79,USER_EXIT,137.14,2025-10-03 13:18:30,
CUB-EQ,215.55,2025-10-03 14:35:09,213.2,217.71,ACTIVE
ARCHIDPLY-EQ,107.82,2025-10-03 15:15:10,105.09,108.9,ACTIVE
