stock_name,scanned_time,source
BORORENEW,2025-09-23 05:03:55,chartink_screener
KALAMANDIR,2025-09-23 05:03:55,chartink_screener
KECL,2025-09-23 05:38:58,chartink_screener
CANFINHOME,2025-09-23 12:24:49,chartink_screener
EGOLD,2025-09-23 12:24:49,chartink_screener
PRIMESECU,2025-09-23 12:24:49,chartink_screener
RAMCOSYS,2025-09-23 12:24:49,chartink_screener
TNPETRO,2025-09-23 12:24:49,chartink_screener
