stock_name,scanned_time,source
AJAXENGG,2025-10-04 14:13:47,chartink_screener
PICCADIL,2025-10-04 14:13:47,chartink_screener
RATNAVEER,2025-10-04 14:13:47,chartink_screener
WESTLIFE,2025-10-04 14:13:47,chartink_screener
