stock_name,scanned_time,source
DCBBANK,2025-09-22 04:56:14,chartink_screener
PRAKASH,2025-09-22 05:06:51,chartink_screener
IIFLCAPS,2025-09-22 05:21:52,chartink_screener
JKPAPER,2025-09-22 08:17:11,chartink_screener
VSSL,2025-09-22 08:17:11,chartink_screener
GICHSGFIN,2025-09-22 08:28:23,chartink_screener
