trade_id,stock,entry_price,stop_loss,target_price,quantity,remaining_qty,entry_time,status,order_id,sl_order_id,profit_booked,original_sl,direction,audit_timestamp,audit_action,audit_reason,total_active_trades
ABLBL_053651,ABLBL,139.52,140.27,138.77,-10,-10,2025-09-24 05:36:51,ACTIVE,25092400151830,25092400151980,False,140.27,SELL,2025-09-24 05:37:08,new_trades,,5
CONCOR_053655,CONCOR,538.5,540.5,536.5,-10,-10,2025-09-24 05:36:55,ACTIVE,25092400152000,25092400152131,False,540.5,SELL,2025-09-24 05:37:08,new_trades,,5
EPACK_053700,EPACK,369.8,367.9,371.70000000000005,10,10,2025-09-24 05:37:00,ACTIVE,25092400152150,25092400152266,False,367.9,BUY,2025-09-24 05:37:08,new_trades,,5
EXICOM_053704,EXICOM,154.17,155.28,153.05999999999997,-10,-10,2025-09-24 05:37:04,ACTIVE,25092400152282,25092400152418,False,155.28,SELL,2025-09-24 05:37:08,new_trades,,5
HINDALCO_053708,HINDALCO,743.85,745.2,742.5,-10,-10,2025-09-24 05:37:08,ACTIVE,25092400152433,25092400152565,False,745.2,SELL,2025-09-24 05:37:08,new_trades,,5
